DefensiveID,Player ID,Player Name,Tackles,Sacks,Ints,TDs,TFLs,GamesPlayed
1151,1151,Andrew Gonzalez,0,0,0,0,0,13
1152,1152,Andrew Wilson,214,4,10,2,37,95
1153,1153,Anthony Smith,869,125,0,2,298,160
1154,1154,Brian Rodriguez,0,0,0,0,0,160
1155,1155,Robert Jones,0,0,0,0,0,119
1156,1156,Joshua Brown,0,0,0,0,0,153
1157,1157,Jason Lopez,0,0,0,0,0,204
1158,1158,Michael Brown,423,20,14,7,33,113
1159,1159,Joshua Jackson,229,135,3,5,52,152
1160,1160,Chris Anderson,0,0,0,0,0,188
1161,1161,William Thomas,509,27,25,15,29,222
1162,1162,Ryan Williams,176,55,3,3,37,104
1163,1163,Kevin Hernandez,848,31,28,5,63,157
1164,1164,Ryan Taylor,0,0,0,0,0,113
1165,1165,Brandon Jackson,978,18,11,0,103,118
1166,1166,Justin Thomas,0,0,0,0,0,155
1167,1167,Mark Lopez,0,0,0,0,0,222
1168,1168,Brandon Davis,0,0,0,0,0,183
1169,1169,James Gonzalez,0,0,0,0,0,109
1170,1170,Mark Davis,0,0,0,0,0,63
1171,1171,Michael Gonzalez,0,0,0,0,0,24
1172,1172,Joshua Rodriguez,133,4,3,0,11,21
1173,1173,Chris Martin,0,0,0,0,0,94
1174,1174,Michael Williams,480,8,9,1,25,76
1175,1175,Brandon Williams,480,36,48,0,42,199
1176,1176,Paul Jones,549,16,23,3,33,119
1177,1177,James Rodriguez,500,6,11,0,24,91
1178,1178,James Miller,247,80,1,5,88,160
1179,1179,Andrew Brown,497,8,29,1,49,100
1180,1180,Michael Miller,328,7,30,3,15,75
1181,1181,Chris Martin,820,22,11,3,112,111
1182,1182,Justin Martinez,0,0,0,0,0,42
1183,1183,Daniel Jackson,0,0,0,0,0,210
1184,1184,James Moore,397,77,0,5,130,161
1185,1185,James Smith,219,9,44,0,63,112
1186,1186,Justin Thomas,0,0,0,0,0,58
1187,1187,Robert Moore,0,0,0,0,0,111
1188,1188,Kevin Thomas,266,6,17,1,16,85
1189,1189,Daniel Johnson,0,0,0,0,0,57
1190,1190,Anthony Martinez,0,0,0,0,0,139
1191,1191,Anthony Gonzalez,0,0,0,0,0,36
1192,1192,William Johnson,0,0,0,0,0,79
1193,1193,Joshua Hernandez,218,6,4,2,19,37
1194,1194,Chris Johnson,0,0,0,0,0,129
1195,1195,William Wilson,0,0,0,0,0,144
1196,1196,James Hernandez,0,0,0,0,0,201
1197,1197,David Jackson,0,0,0,0,0,89
1198,1198,James Smith,0,0,0,0,0,27
1199,1199,Daniel Lopez,0,0,0,0,0,281
1200,1200,Andrew Jones,0,0,0,0,0,89
1201,1201,Paul Taylor,204,4,16,1,7,52
1202,1202,Chris Taylor,830,14,36,3,49,198
1203,1203,James Jackson,264,22,27,4,17,156
1204,1204,Kevin Anderson,726,19,21,4,62,198
1205,1205,John Johnson,0,0,0,0,0,163
1206,1206,Paul Smith,0,0,0,0,0,267
1207,1207,Eric Brown,0,0,0,0,0,14
1208,1208,Eric Lopez,0,0,0,0,0,220
1209,1209,Brandon Wilson,0,0,0,0,0,123
1210,1210,Chris Hernandez,208,6,10,3,28,71
1211,1211,William Rodriguez,0,0,0,0,0,123
1212,1212,Paul Rodriguez,0,0,0,0,0,56
1213,1213,Eric Jackson,220,47,0,1,29,82
1214,1214,Kevin Thomas,0,0,0,0,0,47
1215,1215,John Jones,0,0,0,0,0,13
1216,1216,Brandon Williams,0,0,0,0,0,113
1217,1217,Daniel Jackson,477,12,36,3,57,176
1218,1218,Mark Davis,0,0,0,0,0,167
1219,1219,Andrew Thomas,0,0,0,0,0,182
1220,1220,Paul Martin,0,0,0,0,0,103
1221,1221,Brian Thomas,1467,20,26,2,122,224
1222,1222,David Gonzalez,0,0,0,0,0,209
1223,1223,William Jones,0,0,0,0,0,47
1224,1224,James Martin,635,35,3,3,140,162
1225,1225,Anthony Brown,0,0,0,0,0,97
1226,1226,William Anderson,0,0,0,0,0,110
1227,1227,Daniel Moore,0,0,0,0,0,69
1228,1228,Daniel Davis,0,0,0,0,0,85
1229,1229,Mark Smith,78,2,3,1,7,18
1230,1230,Jason Davis,0,0,0,0,0,22
1231,1231,Chris Johnson,160,5,9,1,29,57
1232,1232,Jason Martinez,0,0,0,0,0,205
1233,1233,Daniel Garcia,0,0,0,0,0,144
1234,1234,Justin Smith,0,0,0,0,0,57
1235,1235,Andrew Williams,0,0,0,0,0,140
1236,1236,James Hernandez,929,11,42,4,69,136
1237,1237,Joshua Lopez,0,0,0,0,0,134
1238,1238,Andrew Smith,0,0,0,0,0,147
1239,1239,Michael Smith,391,21,21,7,38,115
1240,1240,James Davis,0,0,0,0,0,30
1241,1241,Joshua Anderson,0,0,0,0,0,224
1242,1242,Brandon Brown,0,0,0,0,0,52
1243,1243,Eric Gonzalez,80,2,6,0,9,38
1244,1244,Ryan Rodriguez,0,0,0,0,0,32
1245,1245,William Johnson,0,0,0,0,0,223
1246,1246,Chris Garcia,0,0,0,0,0,219
1247,1247,John Williams,0,0,0,0,0,256
1248,1248,Justin Martinez,96,3,6,0,16,36
1249,1249,Justin Thomas,0,0,0,0,0,66
1250,1250,Brian Johnson,101,35,3,0,18,49
1251,1251,Mark Gonzalez,457,6,29,6,111,177
1252,1252,Michael Garcia,0,0,0,0,0,35
1253,1253,James Garcia,0,0,0,0,0,99
1254,1254,Ryan Garcia,0,0,0,0,0,79
1255,1255,Justin Martinez,203,5,2,0,21,25
1256,1256,Brandon Martinez,315,19,45,4,122,190
1257,1257,Anthony Lopez,0,0,0,0,0,49
1258,1258,Michael Anderson,224,1,13,0,12,40
1259,1259,Ryan Davis,0,0,0,0,0,81
1260,1260,James Wilson,0,0,0,0,0,88
1261,1261,Eric Williams,1136,30,34,7,217,136
1262,1262,Brian Davis,0,0,0,0,0,93
1263,1263,Michael Martin,0,0,0,0,0,108
1264,1264,Andrew Thomas,1729,53,45,10,231,222
1265,1265,Daniel Wilson,0,0,0,0,0,131
1266,1266,Mark Davis,0,0,0,0,0,217
1267,1267,Andrew Rodriguez,0,0,0,0,0,90
1268,1268,Brandon Miller,0,0,0,0,0,127
1269,1269,Paul Smith,0,0,0,0,0,209
1270,1270,John Lopez,0,0,0,0,0,186
1271,1271,Daniel Davis,712,85,3,7,96,198
1272,1272,Robert Moore,449,8,15,5,33,71
1273,1273,Brian Rodriguez,0,0,0,0,0,129
1274,1274,James Thomas,714,13,23,6,93,179
1275,1275,Chris Jones,51,6,1,0,13,19
1276,1276,Joshua Wilson,732,0,57,5,63,180
1277,1277,Kevin Martin,0,0,0,0,0,47
1278,1278,Mark Anderson,261,0,34,0,74,149
1279,1279,James Garcia,282,10,59,3,41,153
1280,1280,Eric Gonzalez,0,0,0,0,0,207
1281,1281,Robert Moore,455,16,26,1,24,122
1282,1282,David Thomas,1252,28,23,8,163,160
1283,1283,Robert Hernandez,0,0,0,0,0,12
1284,1284,William Lopez,169,5,13,5,16,60
1285,1285,Paul Jackson,0,0,0,0,0,138
1286,1286,Eric Thomas,0,0,0,0,0,160
1287,1287,Kevin Lopez,0,0,0,0,0,48
1288,1288,Daniel Garcia,0,0,0,0,0,61
1289,1289,Daniel Smith,835,14,21,1,49,180
1290,1290,Anthony Thomas,546,15,30,0,75,124
1291,1291,Jason Smith,1316,24,26,4,153,158
1292,1292,Robert Jones,471,5,20,5,39,136
1293,1293,Anthony Martin,101,7,6,2,7,35
1294,1294,Michael Hernandez,0,0,0,0,0,134
1295,1295,Ryan Thomas,0,0,0,0,0,181
1296,1296,John Garcia,509,9,22,0,80,126
1297,1297,Mark Martin,0,0,0,0,0,62
1298,1298,Chris Lopez,88,16,2,0,30,34
1299,1299,Justin Hernandez,0,0,0,0,0,78
1300,1300,James Jackson,0,0,0,0,0,166
1301,1301,Mark Hernandez,0,0,0,0,0,78
1302,1302,Robert Thomas,241,54,0,1,67,58
1303,1303,James Lopez,616,33,1,2,85,127
1304,1304,Chris Martinez,0,0,0,0,0,48
1305,1305,Paul Brown,0,0,0,0,0,200
1306,1306,Paul Davis,0,0,0,0,0,214
1307,1307,Andrew Jackson,93,31,1,1,10,34
1308,1308,Chris Rodriguez,0,0,0,0,0,183
1309,1309,Chris Rodriguez,74,5,22,1,36,59
1310,1310,James Rodriguez,0,0,0,0,0,211
1311,1311,Eric Thomas,0,0,0,0,0,80
1312,1312,Jason Jones,307,28,23,4,12,203
1313,1313,Daniel Gonzalez,18,6,1,0,6,9
1314,1314,Robert Moore,0,0,0,0,0,117
1315,1315,Kevin Wilson,0,0,0,0,0,197
1316,1316,David Johnson,0,0,0,0,0,8
1317,1317,Joshua Williams,0,0,0,0,0,180
1318,1318,Joshua Jackson,704,18,12,5,49,148
1319,1319,John Wilson,0,0,0,0,0,168
1320,1320,Brandon Anderson,0,0,0,0,0,166
1321,1321,Joshua Rodriguez,0,0,0,0,0,78
1322,1322,Ryan Rodriguez,0,0,0,0,0,28
1323,1323,Anthony Thomas,0,0,0,0,0,62
1324,1324,Eric Hernandez,411,13,4,2,28,49
1325,1325,John Moore,0,0,0,0,0,147
1326,1326,Eric Martinez,0,0,0,0,0,14
1327,1327,James Taylor,0,0,0,0,0,195
1328,1328,Paul Garcia,0,0,0,0,0,25
1329,1329,Paul Brown,0,0,0,0,0,57
1330,1330,Kevin Gonzalez,0,0,0,0,0,17
1331,1331,Daniel Rodriguez,0,0,0,0,0,28
1332,1332,Ryan Jones,0,0,0,0,0,174
1333,1333,Justin Martinez,439,144,2,5,167,167
1334,1334,Daniel Jackson,223,4,22,3,26,91
1335,1335,Paul Williams,0,0,0,0,0,200
1336,1336,Jason Smith,0,0,0,0,0,89
1337,1337,Jason Wilson,0,0,0,0,0,219
1338,1338,Mark Gonzalez,0,0,0,0,0,216
1339,1339,Anthony Brown,0,0,0,0,0,201
1340,1340,Chris Williams,540,10,50,0,17,133
1341,1341,Brian Lopez,71,2,2,1,6,16
1342,1342,Anthony Davis,0,0,0,0,0,209
1343,1343,Jason Martinez,143,1,6,1,7,42
1344,1344,Robert Thomas,0,0,0,0,0,220
1345,1345,Robert Martin,262,11,23,6,14,111
1346,1346,James Thomas,115,2,4,1,7,22
1347,1347,Anthony Thomas,379,8,11,3,30,92
1348,1348,Daniel Thomas,696,13,36,5,43,134
1349,1349,Eric Smith,0,0,0,0,0,69
1350,1350,Ryan Brown,0,0,0,0,0,195
1351,1351,David Thomas,563,135,0,2,174,153
1352,1352,William Brown,0,0,0,0,0,158
1353,1353,Kevin Garcia,0,0,0,0,0,112
1354,1354,Brandon Martinez,0,0,0,0,0,63
1355,1355,Mark Rodriguez,529,58,3,0,188,95
1356,1356,Michael Anderson,60,1,2,0,3,18
1357,1357,David Johnson,394,18,20,1,24,91
1358,1358,David Garcia,810,27,25,0,57,100
1359,1359,Paul Anderson,0,0,0,0,0,69
1360,1360,Jason Williams,535,17,12,2,63,89
1361,1361,Mark Gonzalez,145,8,47,2,68,142
1362,1362,Brian Martin,0,0,0,0,0,94
1363,1363,Michael Brown,0,0,0,0,0,136
1364,1364,Andrew Anderson,369,4,20,2,32,54
1365,1365,Brian Hernandez,0,0,0,0,0,133
1366,1366,Brian Gonzalez,0,0,0,0,0,94
1367,1367,Brandon Gonzalez,0,0,0,0,0,15
1368,1368,Andrew Brown,232,3,6,1,23,38
1369,1369,Brian Miller,1079,32,27,4,92,194
1370,1370,Michael Smith,647,18,10,0,27,142
1371,1371,Mark Miller,92,2,4,0,7,22
1372,1372,William Smith,495,4,13,3,51,85
1373,1373,Brian Martin,0,0,0,0,0,199
1374,1374,John Jackson,180,44,1,0,38,170
1375,1375,Daniel Miller,330,1,14,1,23,58
1376,1376,Robert Martin,0,0,0,0,0,132
1377,1377,Joshua Gonzalez,169,0,5,1,10,31
1378,1378,James Anderson,0,0,0,0,0,126
1379,1379,Brandon Brown,1278,30,33,6,75,201
1380,1380,Jason Garcia,220,42,0,1,46,158
1381,1381,Michael Miller,194,4,7,0,19,52
1382,1382,David Martinez,0,0,0,0,0,35
1383,1383,Robert Smith,156,5,7,3,8,56
1384,1384,Mark Jones,278,7,9,2,50,38
1385,1385,Ryan Rodriguez,358,1,30,4,41,138
1386,1386,Joshua Moore,341,11,37,3,51,117
1387,1387,William Davis,0,0,0,0,0,73
1388,1388,Ryan Martinez,645,17,27,1,59,127
1389,1389,Justin Lopez,571,31,31,6,43,155
1390,1390,Chris Rodriguez,0,0,0,0,0,140
1391,1391,Chris Martinez,145,4,4,1,6,32
1392,1392,Robert Rodriguez,189,4,9,0,36,54
1393,1393,Eric Garcia,0,0,0,0,0,273
1394,1394,Anthony Martinez,0,0,0,0,0,133
1395,1395,Mark Thomas,164,40,2,3,35,86
1396,1396,Kevin Hernandez,0,0,0,0,0,44
1397,1397,Michael Williams,0,0,0,0,0,119
1398,1398,Kevin Johnson,296,23,30,4,23,196
1399,1399,Eric Martinez,0,0,0,0,0,7
1400,1400,Robert Williams,170,5,27,2,11,76
1401,1401,Joshua Garcia,0,0,0,0,0,145
1402,1402,John Brown,0,0,0,0,0,186
1403,1403,Jason Miller,0,0,0,0,0,53
1404,1404,Michael Rodriguez,0,0,0,0,0,138
1405,1405,Paul Hernandez,0,0,0,0,0,204
1406,1406,James Miller,0,0,0,0,0,223
1407,1407,William Gonzalez,518,12,23,5,18,117
1408,1408,Daniel Smith,0,0,0,0,0,254
1409,1409,Kevin Hernandez,189,101,0,0,29,119
1410,1410,Anthony Garcia,0,0,0,0,0,221
1411,1411,Joshua Anderson,0,0,0,0,0,88
1412,1412,Michael Miller,0,0,0,0,0,195
1413,1413,John Garcia,0,0,0,0,0,196
1414,1414,James Williams,0,0,0,0,0,61
1415,1415,David Wilson,0,0,0,0,0,45
1416,1416,Justin Smith,518,78,0,3,55,177
1417,1417,James Wilson,610,117,2,5,91,128
1418,1418,Ryan Jackson,522,11,21,3,27,115
1419,1419,Chris Moore,0,0,0,0,0,163
1420,1420,Joshua Lopez,0,0,0,0,0,108
1421,1421,Chris Jackson,0,0,0,0,0,188
1422,1422,William Jackson,431,38,43,4,37,206
1423,1423,Daniel Wilson,912,7,20,4,35,146
1424,1424,Brian Thomas,0,0,0,0,0,125
1425,1425,David Anderson,45,1,3,0,8,12
1426,1426,Michael Williams,0,0,0,0,0,205
1427,1427,Mark Wilson,0,0,0,0,0,113
1428,1428,Paul Martin,0,0,0,0,0,90
1429,1429,Andrew Davis,235,37,40,16,9,196
1430,1430,Joshua Jones,123,45,2,1,43,67
1431,1431,William Thomas,0,0,0,0,0,170
1432,1432,Anthony Williams,0,0,0,0,0,118
1433,1433,Robert Williams,180,61,2,0,58,67
1434,1434,Chris Lopez,0,0,0,0,0,98
1435,1435,Justin Wilson,1055,31,31,1,95,143
1436,1436,Andrew Wilson,0,0,0,0,0,95
1437,1437,Brian Johnson,1129,33,30,5,52,138
1438,1438,Daniel Williams,0,0,0,0,0,71
1439,1439,Paul Moore,613,17,14,0,56,107
1440,1440,William Davis,0,0,0,0,0,143
1441,1441,Eric Garcia,205,4,17,1,32,68
1442,1442,Michael Anderson,0,0,0,0,0,104
1443,1443,Brandon Wilson,0,0,0,0,0,222
1444,1444,Mark Wilson,889,34,26,14,49,179
1445,1445,Brian Martinez,582,15,19,4,20,184
1446,1446,Andrew Anderson,0,0,0,0,0,63
1447,1447,David Hernandez,143,4,3,1,8,18
1448,1448,James Davis,111,3,4,1,14,25
1449,1449,Brandon Garcia,311,9,7,1,28,60
1450,1450,William Taylor,0,0,0,0,0,101
1451,1451,Michael Hernandez,0,0,0,0,0,131
1452,1452,Kevin Anderson,0,0,0,0,0,105
1453,1453,Michael Lopez,0,0,0,0,0,105
1454,1454,Kevin Johnson,0,0,0,0,0,261
1455,1455,Daniel Martin,0,0,0,0,0,273
1456,1456,Daniel Wilson,515,8,13,4,39,73
1457,1457,James Wilson,0,0,0,0,0,209
1458,1458,Joshua Martinez,0,0,0,0,0,222
1459,1459,Mark Martin,0,0,0,0,0,68
1460,1460,Jason Garcia,0,0,0,0,0,111
1461,1461,Brian Davis,234,39,2,2,32,139
1462,1462,William Gonzalez,0,0,0,0,0,59
1463,1463,Joshua Brown,0,0,0,0,0,235
1464,1464,William Martinez,0,0,0,0,0,94
1465,1465,William Garcia,0,0,0,0,0,32
1466,1466,David Garcia,359,5,21,1,62,102
1467,1467,Daniel Johnson,1367,23,40,11,216,219
1468,1468,John Moore,362,12,8,5,25,91
1469,1469,Mark Jones,0,0,0,0,0,86
1470,1470,James Wilson,0,0,0,0,0,273
1471,1471,Joshua Martinez,580,10,16,9,35,111
1472,1472,Brian Smith,0,0,0,0,0,154
1473,1473,Joshua Jackson,0,0,0,0,0,162
1474,1474,Robert Johnson,0,0,0,0,0,135
1475,1475,Eric Wilson,0,0,0,0,0,69
1476,1476,Andrew Rodriguez,0,0,0,0,0,142
1477,1477,Brandon Anderson,1298,17,33,0,57,189
1478,1478,Chris Moore,0,0,0,0,0,53
1479,1479,Mark Williams,0,0,0,0,0,162
1480,1480,John Jackson,0,0,0,0,0,101
1481,1481,Brandon Williams,294,7,7,2,27,44
1482,1482,Anthony Smith,1068,123,0,1,170,194
1483,1483,Jason Wilson,207,67,0,3,53,128
1484,1484,Mark Hernandez,0,0,0,0,0,64
1485,1485,Justin Jones,536,48,1,0,127,184
1486,1486,Daniel Jones,254,5,47,1,99,187
1487,1487,Mark Hernandez,0,0,0,0,0,97
1488,1488,John Hernandez,0,0,0,0,0,222
1489,1489,Michael Johnson,0,0,0,0,0,191
1490,1490,James Rodriguez,0,0,0,0,0,106
1491,1491,Mark Martinez,1049,29,49,12,97,199
1492,1492,Jason Wilson,0,0,0,0,0,98
1493,1493,William Brown,0,0,0,0,0,115
1494,1494,William Rodriguez,0,0,0,0,0,184
1495,1495,Mark Rodriguez,486,4,67,5,23,189
1496,1496,Mark Smith,0,0,0,0,0,197
1497,1497,Robert Jones,0,0,0,0,0,177
1498,1498,Justin Garcia,0,0,0,0,0,170
1499,1499,Anthony Gonzalez,0,0,0,0,0,137
1500,1500,Mark Brown,0,0,0,0,0,106
1501,1501,Brian Miller,0,0,0,0,0,172
1502,1502,Brian Taylor,1058,31,30,3,104,163
1503,1503,Robert Gonzalez,409,8,17,3,63,78
1504,1504,Anthony Wilson,0,0,0,0,0,25
1505,1505,Michael Taylor,0,0,0,0,0,69
1506,1506,Michael Moore,0,0,0,0,0,43
1507,1507,David Jones,175,38,1,0,30,40
1508,1508,Chris Garcia,0,0,0,0,0,207
1509,1509,Brandon Wilson,0,0,0,0,0,168
1510,1510,Eric Lopez,603,4,31,3,30,88
1511,1511,John Moore,0,0,0,0,0,109
1512,1512,Kevin Moore,236,103,0,3,74,126
1513,1513,James Garcia,63,2,2,0,5,11
1514,1514,Brandon Martin,787,5,30,4,26,123
1515,1515,John Jones,488,34,23,5,45,184
1516,1516,Paul Hernandez,0,0,0,0,0,171
1517,1517,Anthony Martinez,0,0,0,0,0,206
1518,1518,John Brown,0,0,0,0,0,106
1519,1519,William Davis,393,8,42,5,26,178
1520,1520,Paul Thomas,0,0,0,0,0,103
1521,1521,Brian Martinez,739,12,14,6,99,205
1522,1522,William Jackson,211,31,40,4,16,173
1523,1523,William Garcia,745,24,28,11,72,151
1524,1524,Chris Martinez,0,0,0,0,0,50
1525,1525,Eric Hernandez,526,59,3,4,144,100
1526,1526,Robert Johnson,42,1,1,0,2,10
1527,1527,Joshua Garcia,0,0,0,0,0,44
1528,1528,Jason Smith,417,2,37,1,31,107
1529,1529,David Wilson,0,0,0,0,0,17
1530,1530,Mark Martin,0,0,0,0,0,104
1531,1531,Brandon Rodriguez,0,0,0,0,0,43
1532,1532,Michael Miller,0,0,0,0,0,61
1533,1533,Kevin Johnson,0,0,0,0,0,56
1534,1534,Joshua Wilson,0,0,0,0,0,81
1535,1535,Robert Wilson,0,0,0,0,0,92
1536,1536,John Anderson,0,0,0,0,0,21
1537,1537,Andrew Rodriguez,371,16,18,9,34,122
1538,1538,Daniel Miller,0,0,0,0,0,114
1539,1539,Justin Miller,442,5,28,2,11,76
1540,1540,Joshua Gonzalez,0,0,0,0,0,252
1541,1541,Brian Martinez,0,0,0,0,0,22
1542,1542,William Moore,0,0,0,0,0,167
1543,1543,Eric Jones,0,0,0,0,0,244
1544,1544,Robert Martinez,445,66,1,2,145,99
1545,1545,Paul Williams,208,19,26,8,13,108
1546,1546,Ryan Anderson,594,88,2,1,151,113
1547,1547,Chris Jackson,0,0,0,0,0,126
1548,1548,Ryan Rodriguez,156,9,13,5,7,72
1549,1549,William Brown,0,0,0,0,0,160
1550,1550,James Moore,0,0,0,0,0,55
1551,1551,Daniel Thomas,0,0,0,0,0,13
1552,1552,Brandon Anderson,0,0,0,0,0,111
1553,1553,Robert Rodriguez,0,0,0,0,0,208
1554,1554,James Anderson,525,27,43,1,37,218
1555,1555,Paul Brown,886,22,17,4,83,127
1556,1556,Joshua Thomas,0,0,0,0,0,127
1557,1557,Robert Wilson,561,16,56,1,49,188
1558,1558,Ryan Moore,0,0,0,0,0,95
1559,1559,Jason Thomas,155,16,15,6,15,131
1560,1560,Justin Rodriguez,61,1,1,0,6,9
1561,1561,Anthony Smith,0,0,0,0,0,136
1562,1562,Joshua Martinez,0,0,0,0,0,140
1563,1563,David Jones,253,25,1,0,70,122
1564,1564,James Moore,0,0,0,0,0,69
1565,1565,Justin Davis,0,0,0,0,0,80
1566,1566,William Johnson,0,0,0,0,0,110
1567,1567,Paul Lopez,0,0,0,0,0,156
1568,1568,William Davis,0,0,0,0,0,8
1569,1569,Joshua Wilson,150,22,3,0,24,35
1570,1570,Brandon Wilson,0,0,0,0,0,198
1571,1571,Daniel Martin,375,1,16,0,34,86
1572,1572,Mark Johnson,92,1,5,0,12,23
1573,1573,Andrew Johnson,815,15,7,2,93,107
1574,1574,Joshua Jones,0,0,0,0,0,82
1575,1575,Justin Anderson,567,14,36,3,23,140
1576,1576,Anthony Martin,0,0,0,0,0,117
1577,1577,David Wilson,0,0,0,0,0,153
1578,1578,Eric Smith,0,0,0,0,0,138
1579,1579,Kevin Rodriguez,0,0,0,0,0,40
1580,1580,Brandon Davis,0,0,0,0,0,174
1581,1581,Robert Davis,278,3,54,3,28,152
1582,1582,Daniel Brown,733,20,17,3,45,119
1583,1583,Brian Hernandez,0,0,0,0,0,15
1584,1584,Ryan Martinez,0,0,0,0,0,106
1585,1585,David Rodriguez,0,0,0,0,0,46
1586,1586,David Taylor,109,1,7,1,5,25
1587,1587,Michael Jackson,0,0,0,0,0,56
1588,1588,William Smith,0,0,0,0,0,148
1589,1589,James Thomas,0,0,0,0,0,61
1590,1590,Ryan Rodriguez,29,1,3,0,4,12
1591,1591,Daniel Thomas,0,0,0,0,0,152
1592,1592,Brian Williams,835,5,37,1,40,132
1593,1593,Andrew Wilson,147,50,0,3,56,77
1594,1594,Michael Rodriguez,0,0,0,0,0,37
1595,1595,William Jackson,0,0,0,0,0,85
1596,1596,Paul Moore,0,0,0,0,0,29
1597,1597,David Miller,0,0,0,0,0,69
1598,1598,James Brown,0,0,0,0,0,30
1599,1599,Mark Garcia,0,0,0,0,0,64
1600,1600,Ryan Johnson,503,37,25,8,29,194
1601,1601,Paul Anderson,1113,132,2,5,262,194
1602,1602,Paul Gonzalez,0,0,0,0,0,128
1603,1603,John Rodriguez,0,0,0,0,0,44
1604,1604,Justin Anderson,447,6,13,1,82,60
1605,1605,Mark Miller,0,0,0,0,0,69
1606,1606,Mark Jones,0,0,0,0,0,174
1607,1607,Eric Lopez,339,15,45,3,21,172
1608,1608,William Anderson,0,0,0,0,0,269
1609,1609,William Johnson,0,0,0,0,0,217
1610,1610,Joshua Gonzalez,0,0,0,0,0,102
1611,1611,Eric Smith,261,16,2,1,53,73
1612,1612,Robert Gonzalez,0,0,0,0,0,10
1613,1613,Justin Jones,0,0,0,0,0,133
1614,1614,Brandon Davis,32,20,3,1,4,27
1615,1615,John Brown,397,15,30,3,99,171
1616,1616,Mark Martinez,0,0,0,0,0,51
1617,1617,Brandon Brown,0,0,0,0,0,122
1618,1618,John Davis,681,11,28,9,65,208
1619,1619,Chris Martin,880,26,13,2,131,130
1620,1620,Anthony Rodriguez,0,0,0,0,0,80
1621,1621,Michael Miller,218,68,0,2,49,128
1622,1622,David Davis,0,0,0,0,0,101
1623,1623,Kevin Brown,0,0,0,0,0,46
1624,1624,Mark Williams,623,135,0,4,150,199
1625,1625,Mark Taylor,0,0,0,0,0,17
1626,1626,Chris Anderson,434,11,10,3,21,141
1627,1627,James Gonzalez,0,0,0,0,0,293
1628,1628,Justin Anderson,529,0,42,2,45,105
1629,1629,Justin Brown,0,0,0,0,0,93
1630,1630,James Taylor,0,0,0,0,0,72
1631,1631,David Smith,1165,38,34,10,185,192
1632,1632,Ryan Rodriguez,0,0,0,0,0,118
1633,1633,Justin Gonzalez,0,0,0,0,0,180
1634,1634,Joshua Rodriguez,0,0,0,0,0,65
1635,1635,Chris Martin,0,0,0,0,0,185
1636,1636,Jason Wilson,181,2,16,0,93,143
1637,1637,Ryan Martin,493,58,2,1,162,137
1638,1638,William Davis,0,0,0,0,0,18
1639,1639,Paul Davis,0,0,0,0,0,142
1640,1640,Andrew Hernandez,919,15,27,11,138,205
1641,1641,Paul Wilson,0,0,0,0,0,187
1642,1642,Brandon Thomas,0,0,0,0,0,210
1643,1643,Eric Johnson,1025,22,32,13,69,211
1644,1644,Kevin Garcia,503,13,4,0,29,60
1645,1645,Brian Smith,0,0,0,0,0,123
1646,1646,Daniel Lopez,0,0,0,0,0,34
1647,1647,Justin Hernandez,0,0,0,0,0,189
1648,1648,Brandon Taylor,492,6,34,3,45,90
1649,1649,Joshua Smith,0,0,0,0,0,63
1650,1650,Kevin Williams,0,0,0,0,0,168
1651,1651,Ryan Taylor,99,12,1,1,13,26
1652,1652,Chris Garcia,0,0,0,0,0,199
1653,1653,Brian Lopez,622,65,2,2,107,152
1654,1654,Paul Brown,0,0,0,0,0,14
1655,1655,Kevin Martinez,199,13,16,1,16,74
1656,1656,Justin Garcia,214,6,17,0,20,95
1657,1657,Kevin Moore,0,0,0,0,0,149
1658,1658,Jason Garcia,243,14,25,5,22,160
1659,1659,Daniel Williams,231,4,25,6,29,115
1660,1660,John Johnson,547,17,30,12,46,219
1661,1661,Anthony Rodriguez,0,0,0,0,0,179
1662,1662,Michael Williams,0,0,0,0,0,192
1663,1663,Anthony Gonzalez,0,0,0,0,0,74
1664,1664,William Wilson,0,0,0,0,0,80
1665,1665,David Gonzalez,0,0,0,0,0,104
1666,1666,Robert Martinez,0,0,0,0,0,78
1667,1667,Brandon Taylor,0,0,0,0,0,64
1668,1668,Anthony Lopez,179,39,3,2,40,110
1669,1669,Kevin Gonzalez,0,0,0,0,0,129
1670,1670,Chris Moore,98,5,9,0,4,46
1671,1671,Kevin Garcia,0,0,0,0,0,69
1672,1672,Chris Lopez,203,72,2,2,59,177
1673,1673,Andrew Davis,0,0,0,0,0,300
1674,1674,Robert Miller,1003,26,32,4,73,177
1675,1675,Kevin Davis,0,0,0,0,0,53
1676,1676,William Jones,0,0,0,0,0,55
1677,1677,Robert Johnson,0,0,0,0,0,141
1678,1678,William Lopez,0,0,0,0,0,122
1679,1679,Jason Wilson,0,0,0,0,0,69
1680,1680,David Martin,0,0,0,0,0,11
1681,1681,Eric Brown,302,0,13,0,17,45
1682,1682,Justin Anderson,0,0,0,0,0,101
1683,1683,Brandon Rodriguez,0,0,0,0,0,111
1684,1684,Anthony Williams,0,0,0,0,0,105
1685,1685,Brandon Williams,177,56,0,1,43,114
1686,1686,Anthony Smith,0,0,0,0,0,76
1687,1687,Michael Johnson,0,0,0,0,0,96
1688,1688,Andrew Williams,0,0,0,0,0,13
1689,1689,Chris Moore,0,0,0,0,0,222
